#
# LEM -- seance 600D au foyer 150 mm f/5 (forme C). Usage personnel.
# Tournefeuille 28 aout 2026. Copier vers
# ~/Documents/Scripts Lunar Eclipse Maestro/ puis Fichier -> Charger script...
#
# Nom APN Configuration materielle : 600D-T150 (casse exacte)
# Carte 32 Go, RAW, mode M, MAP manuelle, AEB off, EOS Utility ferme.
#
# Optique : telescope 150 mm f/5 (750 mm), T-ring muet (KI-019).
# Colonne Av = 5.6 = ce que LEM envoie en USB (meme valeur que le bench
# 15-85). Le tube n'a pas de diaphragme : le faisceau reste f/5.
# Grille Tv/ISO calculee pour f/5 (formes para. 11). f/5 est ~0.3 EV plus
# ouvert que la colonne Jubier f/5.6 ; on garde 1/1000 (legerement riche
# vs 1/1250 equivalent), pas un recadrage d'expo.
#
# Ancrage : toutes les 2 min sur MAX (06:12:55 CEST).
#   Premiere rampe MAX-01:52:00 = 04:20:55
#   Derniere rampe MAX+01:06:00 = 07:18:55 (moonset 07:20:26)
# Penombre 5 vues (1-5). Courante 7. Etendue 9 aux stacks nommes.
# Etendue 06:30 = MAX+00:18:00 (06:30:55) : 4e HDR umbra, PAS le bloc MAX.
# Bloc MAX (DEC-015) : etendue 9 + Iso 100 (-> 4 s) + Iso 1600 (1/4000 -> 1 s).
# Saut MAX+00:02:00 (la courante de 06:14:55). Trou accu 05:40-05:55.
# Reprise 05:56:55 Incremental N. Aube 5 vues des 06:44, 3 vues des 07:00.
# Incremental N en tete de CHAQUE rampe, Y ensuite (DEC-016).
# Ecarts >= 3 s ; +4 s apres une pose >= 1 s. Tampon 5 -> 10 s entre blocs MAX.
# COMMAND ;say courts, ASCII, ~1 s (KI-021). Taux Lune, pas sideral (KI-008).
# Ne pas charger basic.txt / deluxe.txt (totalite, KI-018).
#
# ~519 TAKEPIC. Regenerer : .venv/bin/python scripts/generate_lem_seance.py
#

#Action,Date/Ref,Offset sign,Time (offset),Camera,Exposure,Aperture,ISO,MLU,Quality,Size,Incremental,Comment
TAKEPIC,MAX,-,00:57:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:56:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:55:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:55:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:55:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:55:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:55:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:55:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:54:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:53:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:53:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:53:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:53:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:53:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:53:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:52:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:51:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:51:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:51:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:51:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:51:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:51:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
COMMAND,MAX,-,00:50:30.0, , , , , , , , ,Rampe etendue ;say "Rampe etendue"

# --- Etendue 05:22:55 ---
TAKEPIC,MAX,-,00:50:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Etendue 1/1000 ISO100
TAKEPIC,MAX,-,00:49:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Etendue 1/250 ISO100
TAKEPIC,MAX,-,00:49:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Etendue 1/125 ISO200
TAKEPIC,MAX,-,00:49:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Etendue 1/30 ISO200
TAKEPIC,MAX,-,00:49:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Etendue 1/8 ISO200
TAKEPIC,MAX,-,00:49:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Etendue 1/8 ISO800
TAKEPIC,MAX,-,00:49:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Etendue 1/2 ISO800
TAKEPIC,MAX,-,00:49:39.0,600D-T150,1,5.6,800,0.0,RAW,None,Y,Etendue 1 ISO800
TAKEPIC,MAX,-,00:49:35.0,600D-T150,2,5.6,800,0.0,RAW,None,Y,Etendue 2 ISO800

# --- Courante 05:24:55 ---
TAKEPIC,MAX,-,00:48:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:47:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:47:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:47:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:47:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:47:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:47:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:46:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:45:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:45:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:45:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:45:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:45:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:45:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:44:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:43:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:43:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:43:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:43:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:43:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:43:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:42:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:41:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:41:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:41:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:41:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:41:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:41:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:40:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:39:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:39:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:39:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:39:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:39:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:39:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:38:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:37:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:37:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:37:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:37:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:37:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:37:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:36:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:35:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:35:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:35:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:35:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:35:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:35:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
COMMAND,MAX,-,00:34:55.0, , , , , , , , ,Pause accu 2 min ;say "Pause accu 2 min"
TAKEPIC,MAX,-,00:34:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:33:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:33:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:33:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:33:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:33:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:33:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
COMMAND,MAX,-,00:32:55.0, , , , , , , , ,Swap accu ;say "Swap accu"
COMMAND,MAX,-,00:18:55.0, , , , , , , , ,Reprise 1 min ;say "Reprise 1 min"
COMMAND,MAX,-,00:17:00.0, , , , , , , , ,Reprise USB ;say "Reprise USB"
TAKEPIC,MAX,-,00:16:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:15:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:15:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:15:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:15:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:15:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:15:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:14:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:13:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:13:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:13:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:13:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:13:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:13:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:12:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:11:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:11:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:11:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:11:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:11:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:11:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:10:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:09:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:09:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:09:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:09:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:09:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:09:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:08:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:07:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:07:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:07:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:07:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:07:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:07:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:06:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:05:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:05:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:05:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:05:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:05:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:05:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:04:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:03:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:03:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:03:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:03:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:03:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:03:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:02:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:01:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:01:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:01:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:01:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:01:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:01:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
COMMAND,MAX,-,00:00:10.0, , , , , , , , ,Rampe max ;say "Rampe max"
COMMAND,MAX,-,00:00:09.0, , , , , , , , ,Etendue 9 ;say "Etendue 9"

# --- Max 06:12:55 ---
TAKEPIC,MAX,+,00:00:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Max 1/1000 ISO100
TAKEPIC,MAX,+,00:00:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Max 1/250 ISO100
TAKEPIC,MAX,+,00:00:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Max 1/125 ISO200
TAKEPIC,MAX,+,00:00:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Max 1/30 ISO200
TAKEPIC,MAX,+,00:00:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Max 1/8 ISO200
TAKEPIC,MAX,+,00:00:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Max 1/8 ISO800
TAKEPIC,MAX,+,00:00:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Max 1/2 ISO800
TAKEPIC,MAX,+,00:00:21.0,600D-T150,1,5.6,800,0.0,RAW,None,Y,Max 1 ISO800
TAKEPIC,MAX,+,00:00:25.0,600D-T150,2,5.6,800,0.0,RAW,None,Y,Max 2 ISO800
COMMAND,MAX,+,00:00:37.0, , , , , , , , ,Iso 100 ;say "Iso 100"

# --- Iso100 06:13:34 ---
TAKEPIC,MAX,+,00:00:39.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Iso100 1/1000 ISO100
TAKEPIC,MAX,+,00:00:42.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Iso100 1/250 ISO100
TAKEPIC,MAX,+,00:00:45.0,600D-T150,1/60,5.6,100,0.0,RAW,None,Y,Iso100 1/60 ISO100
TAKEPIC,MAX,+,00:00:48.0,600D-T150,1/15,5.6,100,0.0,RAW,None,Y,Iso100 1/15 ISO100
TAKEPIC,MAX,+,00:00:51.0,600D-T150,1/4,5.6,100,0.0,RAW,None,Y,Iso100 1/4 ISO100
TAKEPIC,MAX,+,00:00:54.0,600D-T150,1,5.6,100,0.0,RAW,None,Y,Iso100 1 ISO100
TAKEPIC,MAX,+,00:00:58.0,600D-T150,4,5.6,100,0.0,RAW,None,Y,Iso100 4 ISO100
COMMAND,MAX,+,00:01:12.0, , , , , , , , ,Iso 1600 ;say "Iso 1600"

# --- Iso1600 06:14:09 ---
TAKEPIC,MAX,+,00:01:14.0,600D-T150,1/4000,5.6,1600,0.0,RAW,None,N,Iso1600 1/4000 ISO1600
TAKEPIC,MAX,+,00:01:17.0,600D-T150,1/1000,5.6,1600,0.0,RAW,None,Y,Iso1600 1/1000 ISO1600
TAKEPIC,MAX,+,00:01:20.0,600D-T150,1/250,5.6,1600,0.0,RAW,None,Y,Iso1600 1/250 ISO1600
TAKEPIC,MAX,+,00:01:23.0,600D-T150,1/60,5.6,1600,0.0,RAW,None,Y,Iso1600 1/60 ISO1600
TAKEPIC,MAX,+,00:01:26.0,600D-T150,1/15,5.6,1600,0.0,RAW,None,Y,Iso1600 1/15 ISO1600
TAKEPIC,MAX,+,00:01:29.0,600D-T150,1/4,5.6,1600,0.0,RAW,None,Y,Iso1600 1/4 ISO1600
TAKEPIC,MAX,+,00:01:32.0,600D-T150,1,5.6,1600,0.0,RAW,None,Y,Iso1600 1 ISO1600

# --- Courante 06:16:55 ---
TAKEPIC,MAX,+,00:04:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:04:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:04:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:04:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:04:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:04:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:04:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:06:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:06:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:06:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:06:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:06:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:06:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:06:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:08:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:08:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:08:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:08:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:08:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:08:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:08:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:10:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:10:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:10:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:10:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:10:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:10:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:10:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
